Name,Address,LinkedIn,Website,Email,Lawyers,Lawfields
Rechtsanwälte und Fachanwälte Becker | Behlau | Welke,"Fritz-Frey-Str. 17, 69121 Heidelberg",https://www.linkedin.com/in/dr-j%C3%B6rg-becker-73bb0983/?original_referer=https%3A%2F%2Fwww%2Egoogle%2Ecom%2F&originalSubdomain=de,https://www.strafrecht-heidelberg.de/,info@kanzlei-hd.de,Dr. Jörg Becker; Wolfgang Behlau; Patrick Welke,Fachanwaltschaft Strafrecht • • Ordnungswidrigkeitenrecht
,,,,,,
Redlow & Redlow Rechtsanwälte,"Leipziger Str. 46, 03048 Cottbus",https://www.redlow.de/,http://www.redlow.de/,cottbus@redlow.de,Johannes Hupfeld; Thorsten Redlow; Anja Redlow,• Erbrecht • Werkvertragsrecht • Kaufrecht • Zivilrecht • Grundstücksrecht & Immobilienrecht • Allgemeines Vertragsrecht
,,,,,,
D.O.C. Rechtsanwälte/ Fachanwälte,"Kaiser-Wilhelm-Str. 89, 20355 Hamburg",https://doc-rechtsanwaelte.de/,https://doc-rechtsanwaelte.de/,info@doc-rechtsanwaelte.de,Eylem Çağlar; Șeyma Soydemir; Jutta Wenzel; Dr. Oktay Caglar,Fachanwaltschaft Arbeitsrecht • • Fachanwaltschaft Verkehrsrecht • Strafrecht
,,,,,,
Rechtsanwälte am Westenhellweg,"Westenhellweg 43, 44137 Dortmund",https://www.rae-westenhellweg.de/,http://www.rae-westenhellweg.de/,info@rae-westenhellweg.de,Nicola Skoberne; André Möller; Michael Kohrs; Andre Hohlweg,Fachanwaltschaft Strafrecht • Fachanwaltschaft Mietrecht & Wohnungseigentumsrecht • Arbeitsrecht • Pflegerecht • Opferhilfe • Reiserecht • • Verkehrsrecht • Schwerbehindertenrecht • eBay & Recht • Schadensersatzrecht & Schmerzensgeldrecht • Zivilrecht • Allgemeines Vertragsrecht • Ordnungswidrigkeitenrecht • Arzthaftungsrecht
Kanzlei Schaal - Söder Rechtsanwälte Fachanwälte Mediatoren,"Hochstr. 6, 87527 Sonthofen",https://www.anwalt.de/kanzlei-schaal-soeder,http://www.kanzlei-schaal-soeder.de/,info@kanzlei-schaal-soeder.de,Martin Schaal; Michael Söder; Carolin Söder,Fachanwaltschaft Arbeitsrecht • Fachanwaltschaft Erbrecht • • Fachanwaltschaft Verkehrsrecht • Mietrecht & Wohnungseigentumsrecht • Ordnungswidrigkeitenrecht • Forderungseinzug & Inkassorecht • Mediation • Zivilrecht • Arzthaftungsrecht • Öffentliches Baurecht • Wirtschaftsrecht
Benholz Mackner Faust,"Wittbräucker Str. 42, 44287 Dortmund",https://www.bmf-recht.de/,http://www.bmf-recht.de/,info@bmf-recht.de,Thomas Benholz; Jens Mackner; Roland Faust,• Fachanwaltschaft Arbeitsrecht • Fachanwaltschaft Strafrecht • Fachanwaltschaft Mietrecht & Wohnungseigentumsrecht • Fachanwaltschaft Baurecht & Architektenrecht • Verkehrsrecht • Erbrecht • Ordnungswidrigkeitenrecht • Forderungseinzug & Inkassorecht • Grundstücksrecht & Immobilienrecht • Allgemeines Vertragsrecht • Schadensersatzrecht & Schmerzensgeldrecht • Zivilrecht
Anette Gräfin v. Roedern,"Eichteilstr. 19, 86899 Landsberg am Lech",https://www.anwalt.de/anette-graefin-v-roedern,http://www.lichtenstern.partners/,info@lichtenstern.partners,,Erbrecht • • Mediation • Unterhaltsrecht
"Rechtsanwälte Ceelen, Dr. Hutter, Stalter, Pfaudler, Dr. Veh PartGmbB","Königsgraben 17, 87700 Memmingen",https://www.anwalt.de/mm-anwaelte,https://www.mm-anwaelte.de/,info@mm-anwaelte.de,Christian Stalter; Thomas Pfaudler; Dr. Roland Veh,Fachanwaltschaft Verkehrsrecht • Fachanwaltschaft Insolvenzrecht & Sanierungsrecht • Fachanwaltschaft Arbeitsrecht • • Fachanwaltschaft Erbrecht • Fachanwaltschaft Mietrecht & Wohnungseigentumsrecht • Zivilrecht • Kaufrecht • Unterhaltsrecht • Allgemeines Vertragsrecht • Bankrecht & Kapitalmarktrecht • Versicherungsrecht • Schadensersatzrecht & Schmerzensgeldrecht
Etinger & Cazan Rechtsanwälte,"Prymstraße 1, 97070 Würzburg",https://www.etinger-cazan.de/,https://etinger-cazan.de/,info@etinger-cazan.de,Eva Benz; Sergej Etinger; Philipp Hofmann; Christian Cazan; Tatiana Slivina,• Fachanwaltschaft Strafrecht • Verkehrsrecht • Zivilrecht • Mietrecht & Wohnungseigentumsrecht • Erbrecht • Arbeitsrecht • Sozialrecht • Betreuungsrecht • Gewerblicher Rechtsschutz • Schadensersatzrecht & Schmerzensgeldrecht • Forderungseinzug & Inkassorecht • Allgemeines Vertragsrecht
Anwaltskanzlei Landherr Rechtsanwälte und Fachanwälte,"Königstraße 50 50, 33330 Gütersloh",https://www.anwalt.de/anwaltskanzlei-landherr-rechtsanwaelte-und-fachanwaelte,http://www.ra-landherr.de/,info@ra-landherr.de,André Paul Landherr; Ulrike Weikert; Inka Kindlein-Herzog,Fachanwaltschaft Arbeitsrecht • Fachanwaltschaft Verkehrsrecht • Fachanwaltschaft Mietrecht & Wohnungseigentumsrecht • • Reiserecht • Erbrecht • Zivilrecht • Versicherungsrecht • Allgemeines Vertragsrecht
Wichmann & Wortmann Rechtsanwälte - Notar - Fachanwälte,"Am Schilde 1, 48291 Telgte",https://www.anwalt.de/wichmann--wortmann-rechtsanwaelte---notare---fachanwaelte,https://www.rechtsanwaelte-wichmann.de/,info@rechtsanwaelte-wichmann.de,Jennifer Wortmann; Stephan Wortmann; Andreas Carl,Fachanwaltschaft Gewerblicher Rechtsschutz • Fachanwaltschaft IT-Recht • Fachanwaltschaft Verkehrsrecht • Fachanwaltschaft Strafrecht • Fachanwaltschaft Medizinrecht • Erbrecht • Wettbewerbsrecht • Markenrecht • Arbeitsrecht • Urheberrecht & Medienrecht • Datenschutzrecht • • Arzthaftungsrecht
Kanzlei am Burgberg,"Erzbischof-Philipp-Str. 17, 52525 Heinsberg",https://burgberg-kanzlei.de/,http://burgberg-kanzlei.de/,jm@burgberg-kanzlei.de,Wilfried Jöris; Thomas Heitzer; Alexander Staas; Philipp Croon; Jana Merten,Fachanwaltschaft Baurecht & Architektenrecht • Sozialversicherungsrecht • Verkehrsrecht • • Erbrecht • Grundstücksrecht & Immobilienrecht • Maklerrecht • Strafrecht • Mietrecht & Wohnungseigentumsrecht • Handelsrecht & Gesellschaftsrecht • Insolvenzrecht & Sanierungsrecht • Bankrecht & Kapitalmarktrecht • Arbeitsrecht • Steuerrecht • Gewerblicher Rechtsschutz • Urheberrecht & Medienrecht
ASRA - Kanzlei für Generationen,"Möllner Landstr. 8, 22111 Hamburg",https://asra.de/,http://www.asra.de/,kanzlei@asra.de,Wolfdietrich E. Axmann; Peter R. Schulz; Stefan Buri; Marco Wingert,Betreuungsrecht • Erbrecht • Arbeitsrecht • • Mietrecht & Wohnungseigentumsrecht • Sozialrecht • Sozialversicherungsrecht • Schwerbehindertenrecht • Pflegerecht
"Stuckensen - Hoffmann - Rössler, Rechtsanwälte Partnerschaft mbB","Ackerstr. 7, 67227 Frankenthal (Pfalz)",https://www.anwalt.de/stuckensen-hoffmann,http://www.stuckensen-ullrich.de/,mail@rae-stuckensen.de,Dr. Alexandra Stuckensen; Volker Hoffmann; Maria Magin; Götz Stuckensen,• Fachanwaltschaft Verkehrsrecht • Arbeitsrecht • Erbrecht • Reiserecht • Zivilrecht • Vereinsrecht & Verbandsrecht • Unterhaltsrecht • Verwaltungsrecht • Medizinrecht • Versicherungsrecht • Mietrecht & Wohnungseigentumsrecht • Strafrecht • Schadensersatzrecht & Schmerzensgeldrecht • Ordnungswidrigkeitenrecht • Allgemeines Vertragsrecht
Dr. Blanke | Colshorn - Rechtsanwälte und Notare,"Trift 31, 29221 Celle",https://blanke-colshorn.de/,http://www.blanke-colshorn.de/,celle@blanke-colshorn.de,Jens Barner; Kristin Kohlmeyer; Jens Mönkemeyer; Annette Kuhlmann; Dr. Thomas Brix,Fachanwaltschaft Arbeitsrecht • Fachanwaltschaft Sozialrecht • Fachanwaltschaft Verkehrsrecht • Fachanwaltschaft Versicherungsrecht • Fachanwaltschaft Medizinrecht • • Fachanwaltschaft Mietrecht & Wohnungseigentumsrecht • Unterhaltsrecht • Schadensersatzrecht & Schmerzensgeldrecht • Allgemeines Vertragsrecht • eBay & Recht • Grundstücksrecht & Immobilienrecht • Erbrecht • Ordnungswidrigkeitenrecht • Kaufrecht • Arzthaftungsrecht
Rechtsanwälte WUNSCH . SCHÖNAUER . LEINFELDER . DEHNE . LÜDERS und KOLLEGEN,"Hallstr. 4, 86150 Augsburg",https://www.wunschanwalt.de/,http://www.wunschanwalt.de/,info@wunschanwalt.de,Thomas Erifiu; Yasemin Gedik; Ralf Schönauer; Gamil Dehne; Petra Lüders,Fachanwaltschaft Strafrecht • • Fachanwaltschaft Insolvenzrecht & Sanierungsrecht • Fachanwaltschaft Mietrecht & Wohnungseigentumsrecht • Zivilrecht • Verkehrsrecht • Arbeitsrecht • Erbrecht • Urheberrecht & Medienrecht • Allgemeines Vertragsrecht • Wirtschaftsrecht • Opferhilfe
Kanzlei Rabe / Arnold,"Lange Straße 6/1, 71332 Waiblingen",https://www.anwalt.de/kanzlei-rabe-arnold,http://www.kanzlei-rabe-arnold.de/,buero@kanzlei-rabe-arnold.de,Jens Rabe; Daniel Grau; Claudia Arnold; Kevin Schaal,Fachanwaltschaft Strafrecht • • Erbrecht • Ordnungswidrigkeitenrecht • Zivilrecht • Opferhilfe • Verkehrsrecht • Schadensersatzrecht & Schmerzensgeldrecht
OSE STURM VOLZ Rechtsanwaltsgesellschaft mbH,"Max-Pechstein-Str 4, 67061 Ludwigshafen am Rhein",https://www.osv-anwaelte.de/,http://www.osv-anwaelte.de/,info@osv-anwaelte.de,Songül Bechtum; Roland Sturm; Andreas Volz,Fachanwaltschaft Baurecht & Architektenrecht • Fachanwaltschaft Bankrecht & Kapitalmarktrecht • Erbrecht • Vergaberecht • Grundstücksrecht & Immobilienrecht • • Verkehrsrecht • Arbeitsrecht • Zivilrecht • Handelsrecht & Gesellschaftsrecht • Wirtschaftsrecht • Internationales Wirtschaftsrecht
Rechtsanwälte & Notar Dr. Keller,"Muhrenkamp 11, 45468 Mülheim an der Ruhr",https://rae-drkeller.de/,http://www.rae-drkeller.de/,info@rae-drkeller.de,Dr. Christian Keller; Claudia Nußbaum; Marc Romeike,Fachanwaltschaft Erbrecht • Fachanwaltschaft Arbeitsrecht • Fachanwaltschaft Handelsrecht & Gesellschaftsrecht • • Fachanwaltschaft Verkehrsrecht • Kaufrecht • Allgemeines Vertragsrecht • Sozialrecht • Zivilrecht
Rechtsanwälte Heinz • Peters • König,"Westring 295, 44629 Herne",https://www.hpk-recht.de/,http://www.hpk-recht.de/,info@hpk-recht.de,Mirco Volprecht; Kevin S. Sarwar MLaw; Joachim Heinz; Peter König; Andreas Peters,Fachanwaltschaft Mietrecht & Wohnungseigentumsrecht • Fachanwaltschaft Arbeitsrecht • Fachanwaltschaft Verkehrsrecht • Allgemeines Vertragsrecht • Ordnungswidrigkeitenrecht • Erbrecht • Zivilrecht • Strafrecht • Forderungseinzug & Inkassorecht • Schadensersatzrecht & Schmerzensgeldrecht • Kaufrecht • Grundstücksrecht & Immobilienrecht • Werkvertragsrecht • Zivilprozessrecht • Baurecht & Architektenrecht •
BERTOLL BAUER RAIM Rechtsanwälte Partnerschaft,"Georg-Hellmair-Platz 169, 86899 Landsberg am Lech",https://www.anwalt.de/bertoll-bauer-raim,http://www.2bra.de/cms/,info@2bra.de,Markus Bauer; Eleonore Raim; Miguel Bertoll,Fachanwaltschaft Mietrecht & Wohnungseigentumsrecht • • Fachanwaltschaft Versicherungsrecht • Fachanwaltschaft Arbeitsrecht • Forderungseinzug & Inkassorecht • Schadensersatzrecht & Schmerzensgeldrecht • Pferderecht • Verkehrsrecht • Allgemeines Vertragsrecht • Grundstücksrecht & Immobilienrecht • Zivilrecht • Erbrecht • Sozialversicherungsrecht • Beamtenrecht • Sozialrecht • Arzthaftungsrecht
"Grünert, Swierczyna, König - Rechtsanwälte | Fachanwälte","Gerhart-Hauptmann-Straße 26, 99096 Erfurt",https://www.anwalt.de/gruenert-swierczyna-koenig,http://rfth.de/,info@rfth.de,Christina Wenk; Matthias Grünert; Stefan Swierczyna; Fabian König,Fachanwaltschaft Strafrecht • Fachanwaltschaft Handelsrecht & Gesellschaftsrecht • Fachanwaltschaft Verwaltungsrecht • Fachanwaltschaft Baurecht & Architektenrecht • Fachanwaltschaft Arbeitsrecht • • Verkehrsrecht • Schadensersatzrecht & Schmerzensgeldrecht • Ordnungswidrigkeitenrecht • Opferhilfe • Jagdrecht • Allgemeines Vertragsrecht • Vergaberecht • Wettbewerbsrecht • Erbrecht • Verfassungsrecht • Mietrecht & Wohnungseigentumsrecht • Öffentliches Recht
Kanzlei Paul - Boubaris - Tsalaganides,"Hölertwiete 4, 21073 Hamburg",https://www.anwalt.de/harburgerkanzlei,http://www.harburgerkanzlei.de/,info@harburgerkanzlei.de,Michael Tsalaganides; Christine Boubaris; Tanja Paul,Fachanwaltschaft Arbeitsrecht • Fachanwaltschaft Sozialrecht • • Datenschutzrecht • Betriebliche Altersversorgung • Schwerbehindertenrecht • Sozialversicherungsrecht • Pflegerecht • Verkehrsrecht • Reiserecht
PLATO Rechtsanwälte,"Marktstraße 22, 73230 Kirchheim unter Teck",https://www.plato-rechtsanwaelte.de/,http://www.plato-rechtsanwaelte.de/,mail@plato-rechtsanwaelte.de,Rainer Blaß; Katrin Strobel; Dietrich Strobel; Axel Klapatat; Julia Spork; Ömer Savas; Florian Rieleder; Thomas Kögler; Julia Hinderer,Fachanwaltschaft Mietrecht & Wohnungseigentumsrecht • Fachanwaltschaft Arbeitsrecht • Fachanwaltschaft Erbrecht • • Fachanwaltschaft Verkehrsrecht • Fachanwaltschaft Strafrecht • Fachanwaltschaft Sozialrecht • Maklerrecht • Wettbewerbsrecht • Sozialversicherungsrecht • Medizinrecht • Versicherungsrecht • Ordnungswidrigkeitenrecht • Schadensersatzrecht & Schmerzensgeldrecht • Insolvenzrecht & Sanierungsrecht • Handelsrecht & Gesellschaftsrecht • Werkvertragsrecht • Kaufrecht • Unternehmensrecht & Betriebsnachfolge • Allgemeines Vertragsrecht
NAGEL NIEDING NOBBE Rechtsanwälte und Fachanwälte,"Cäcilienhöhe 100, 45657 Recklinghausen",https://www.nagel-fachanwaelte.de/,http://www.nagel-fachanwaelte.de/,info@nagel-fachanwaelte.de,Felix Nobbe; Prof. Dr. jur. Jürgen Nagel; Ulrike Nieding,Fachanwaltschaft Arbeitsrecht • • Verkehrsrecht • Schadensersatzrecht & Schmerzensgeldrecht • Erbrecht • Sozialrecht • Zivilrecht • Ordnungswidrigkeitenrecht • Mietrecht & Wohnungseigentumsrecht
Rechtsanwälte Willi & Janocha Partnerschaft mbB,"Herzog-Philipp-Ludwig-Str. 13, 89420 Höchstädt an der Donau",https://www.kanzleiwilli.de/,http://www.kanzleiwilli.de/,ra@kanzleiwilli.de,Roland Aigner; Manfred Janocha; Christoph Hawuka; Dr. Jürgen Rinkel,Fachanwaltschaft Verkehrsrecht • Fachanwaltschaft Strafrecht • Fachanwaltschaft Erbrecht • • Fachanwaltschaft Mietrecht & Wohnungseigentumsrecht • Fachanwaltschaft Baurecht & Architektenrecht • Fachanwaltschaft Arbeitsrecht • Fachanwaltschaft Versicherungsrecht
Kanzlei Hirt-Kremling • Süß und Kollegen,"Ernst-Friedrich-Straße 7, 76227 Karlsruhe",https://khk-anwaelte.de/,http://www.kanzlei-suess.de/,info@kanzlei-suess.de,Alexander Molz; Adelheid Hirt-Kremling; Frank Herlan; Merve Öztürk; Christian Süß,Fachanwaltschaft Mietrecht & Wohnungseigentumsrecht • • Fachanwaltschaft Verkehrsrecht • Arbeitsrecht • Zivilrecht • Erbrecht • Sozialrecht • Schadensersatzrecht & Schmerzensgeldrecht • Strafrecht
Kanzlei von Rochow & Partner,"Prinzregentenufer 9, 90489 Nürnberg",https://www.anwalt.de/kanzlei-von-rochow--partner,http://www.von-rochow.de/,info@von-rochow.de,Joachim Paßler; Michael Eitel; Peter Matzner; Dr. jur. Tobias Hütterer; Anne-Kathrin Rose; Wolfgang Kluge; Daniel Barth,Fachanwaltschaft Arbeitsrecht • Fachanwaltschaft Versicherungsrecht • • Fachanwaltschaft Verkehrsrecht • Erbrecht • Mediation • Schiedsgerichtsbarkeit • Unterhaltsrecht • Zivilrecht • Reiserecht • Steuerrecht • Bankrecht & Kapitalmarktrecht • Grundstücksrecht & Immobilienrecht • Maklerrecht • Mietrecht & Wohnungseigentumsrecht • Schadensersatzrecht & Schmerzensgeldrecht
Deubel Leimeister Zeplin PartGmbB Rechtsanwälte und Fachanwälte,"Uffenheimer Str. (AnwaltsHaus) 9, 97199 Ochsenfurt",https://www.anwalt-ochsenfurt.de/,https://www.anwalt-ochsenfurt.de/,info@anwalt-ochsenfurt.de,Thorsten Leimeister; Angela Schäff; C. Benedikt H. Zeplin; Bettina Welsch; Lea Schmachtenberger; Manuela Löwinger,Fachanwaltschaft Arbeitsrecht • Fachanwaltschaft Verkehrsrecht • Fachanwaltschaft Mietrecht & Wohnungseigentumsrecht • Fachanwaltschaft Baurecht & Architektenrecht • • Fachanwaltschaft Strafrecht • Zivilrecht • Unterhaltsrecht • Sozialrecht • Erbrecht • Bankrecht & Kapitalmarktrecht • Handelsrecht & Gesellschaftsrecht • Kaufrecht • Grundstücksrecht & Immobilienrecht • Forderungseinzug & Inkassorecht • Öffentliches Baurecht • Allgemeines Vertragsrecht
Kanzlei Fichter & Kollegen Rechtsanwälte,"Bahnhofstraße 7, 74072 Heilbronn",https://www.anwalt.de/kanzlei-fichter--kollegen-rechtsanwaelte,https://kanzlei-fichter.de/,denis.fichter@kanzlei-fichter.de,Denis Fichter; Christina Häfele; Rudolf Sebastian Heim,Fachanwaltschaft Insolvenzrecht & Sanierungsrecht • Fachanwaltschaft Mietrecht & Wohnungseigentumsrecht • Fachanwaltschaft Arbeitsrecht • Zivilrecht • Sozialrecht • Verwaltungsrecht • Strafrecht •
Greiner & Kollegen PartGmbB Rechtsanwälte,"Haagstr. 14, 86316 Friedberg (Bayern)",https://greiner-kollegen.de/,http://www.greiner-kollegen.de/,anwaelte@greiner-kollegen.de,Stephan Reinold; Tilman Kotzschmar; Christine Greiner; Stefanie Ligas,Fachanwaltschaft Arbeitsrecht • Fachanwaltschaft Verkehrsrecht • • Fachanwaltschaft Erbrecht • Zivilrecht • Mietrecht & Wohnungseigentumsrecht • Reiserecht • Allgemeines Vertragsrecht • Baurecht & Architektenrecht • Strafrecht • Versicherungsrecht
König Rechtsanwälte Partnerschaft Schmidt Lambertz Strotmann Bergweiler Porten-Biwer Haßelbach Lichtmeß mbB,"Kalenfelsstraße 5a, 54290 Trier",https://www.anwalt.de/koenig-rechtsanwaelte-partnerschaft-schmidt-lambertz-strotmann-bergweiler-porten-biwer-hasselbach-lichtmess-mbb,https://www.koenig-rechtsanwaelte.de/,info@koenig-rechtsanwaelte.de,Michaela Porten-Biwer; Benjamin Haßelbach; Florian Lichtmeß; Victoria Lauer; Sanja Dundic; Julia Heidinger; Kilian Huber; Christopher Roth,Fachanwaltschaft Erbrecht • Fachanwaltschaft Arbeitsrecht • Fachanwaltschaft Handelsrecht & Gesellschaftsrecht • Fachanwaltschaft Baurecht & Architektenrecht • • Internationales Wirtschaftsrecht • Mietrecht & Wohnungseigentumsrecht • Ordnungswidrigkeitenrecht • Versicherungsrecht • Zivilrecht • Strafrecht • Verkehrsrecht • Bankrecht & Kapitalmarktrecht
BSvH Rechtsanwälte in Bürogemeinschaft - Bafteh Schönbrunn van Hattem,"Prinz-Albert-Straße 63, 53113 Bonn",https://www.anwalt.de/bsvh,https://www.kanzlei-bsvh.de/,info@kanzlei-bsvh.de,Philip Bafteh; Marek van Hattem,Allgemeines Vertragsrecht • Strafrecht • • Verkehrsrecht • Arbeitsrecht • Urheberrecht & Medienrecht • Forderungseinzug & Inkassorecht • • Zivilrecht • Schadensersatzrecht & Schmerzensgeldrecht
Macho-Lauser Rechtsanwaltspartnerschaft mbB,"Dr.-Gerhard-Hanke-Weg 31, 85221 Dachau",https://macho-lauser.de/,https://macho-lauser.de/,rain@macho-lauser.de,Dipl.-Verwaltungswirtin (FH) Irene Macho-Lauser; Dr. Charlotte Lauser,Fachanwaltschaft Familienrecht • Fachanwaltschaft Sozialrecht • Erbrecht • Verwaltungsrecht • Betreuungsrecht • Arbeitsrecht • • Zivilrecht • Urheberrecht & Medienrecht •
teipel.law - bundesweit tätige Schwerpunktkanzlei: Prüfungsrecht | Hochschulrecht | Beamtenrecht | Datenschutzrecht| Digitalisierung,"Elisabeth-Treskow-Platz 6, 50678 Köln",https://www.teipel.law/,https://www.teipel.law/,anfrage@teipel.law,Christian Teipel; Britta Schulte; Dr. Jürgen Küttner; Christian Reckling,Fachanwaltschaft Verwaltungsrecht • Öffentliches Recht • Beamtenrecht • Verfassungsrecht • Schulrecht • Öffentliches Baurecht •
Kannengießer & Sauer Rechtsanwälte,"Oststraße 156, 40210 Düsseldorf",https://www.kannengiesser-sauer.de/,https://www.kannengiesser-sauer.de/,kontakt@kannengiesser-sauer.de,Florian Kannengießer; Karolin Sauer,Arbeitsrecht • Familienrecht • • Zivilrecht • Beamtenrecht • Allgemeines Vertragsrecht • • Verkehrsrecht • Reiserecht • Kaufrecht • Schadensersatzrecht & Schmerzensgeldrecht
Ferkinghoff Rebbert | Rechtsanwälte Notar,"Fleischhauerstr. 6, 59555 Lippstadt",https://ferkinghoff-rebbert.de/,http://www.rechtsanwalt-ferkinghoff.de/,info@rechtsanwalt-ferkinghoff.de,Jörg Ferkinghoff; Christian Rebbert,Fachanwaltschaft Mietrecht & Wohnungseigentumsrecht • Strafrecht • Arbeitsrecht • Markenrecht • Wettbewerbsrecht • Urheberrecht & Medienrecht • • Zivilrecht • Kaufrecht • Betreuungsrecht
LeissRapp Rechtsanwälte,"Wilhelmstr. 5, 72574 Bad Urach",https://www.leiss-rapp.de/,http://www.leiss-rapp.de/,kanzlei@leiss-rapp.de,Axel Leiss; Safia Rapp,Familienrecht • Mietrecht & Wohnungseigentumsrecht • Wettbewerbsrecht • • Urheberrecht & Medienrecht • Arbeitsrecht • Erbrecht • Verkehrsrecht • Steuerrecht • Zivilrecht • Allgemeines Vertragsrecht
Dr. Troeger & Schultz Rechtsanwälte · Fachanwälte,"Kornmarkt 12, 39576 Hansestadt Stendal",https://www.anwalt.de/dr-troeger-schultz-rechtsanwaelte-fachanwaelte,http://www.rae-stendal.de/,info@rae-stendal.de,Dr. jur. Ralf Troeger; Dirk Schultz,Fachanwaltschaft Arbeitsrecht • Fachanwaltschaft Erbrecht • Fachanwaltschaft Sozialrecht • Fachanwaltschaft Familienrecht • Fachanwaltschaft Versicherungsrecht • Verkehrsrecht • Arzthaftungsrecht • Ordnungswidrigkeitenrecht • Beamtenrecht • Mietrecht & Wohnungseigentumsrecht • Zivilrecht •
K & K Rechtsanwälte Dr. Kreienberg & Kuntz,"Kanalstr. 1, 67655 Kaiserslautern",https://www.anwalt.de/rechtsanwaelte-k-k,http://www.rechtsanwaelte-k-k.de/,info@rechtsanwaelte-k-k.de,Dr. Eva Kreienberg; Felix Kuntz,Fachanwaltschaft Erbrecht • • Arbeitsrecht • Zivilrecht • Zivilprozessrecht
