Name,Address,LinkedIn,Website,Email,Lawyers,Lawfields
Lars Niedopytalski,"Jungfernstieg 41, 20354 Hamburg",No LinkedIn link,http://www.kanzlei-heinsen.de/,info@kanzlei-heinsen.de,,Arbeitsrecht • Mietrecht & Wohnungseigentumsrecht •  • Zivilrecht • Transportrecht & Speditionsrecht • Gewerblicher Rechtsschutz • Allgemeines Vertragsrecht
ESSER Rechtsanwälte,"Edisonallee 27, 89231 Neu-Ulm",No LinkedIn link,https://ra-esser.de/,info@ra-esser.de,Wolfgang Esser; Susanne Hermle; Jürgen Peil,Fachanwaltschaft Arbeitsrecht • Handelsrecht & Gesellschaftsrecht • Insolvenzrecht & Sanierungsrecht • Unternehmensrecht & Betriebsnachfolge • Schwerbehindertenrecht • Allgemeines Vertragsrecht • Zivilrecht •  • Erbrecht • Wirtschaftsrecht
Hörnlein Rechtsanwälte,"Daimlerstr. 28, 91301 Forchheim",No LinkedIn link,https://www.hoernlein-rae.de/,info@hoernlein-rae.de,Denis Ksiazek; Rolf Hörnlein,Fachanwaltschaft Familienrecht • Arbeitsrecht • Mietrecht & Wohnungseigentumsrecht •  • Zivilrecht • Erbrecht • Insolvenzrecht & Sanierungsrecht
Dr. Baden & Kollegen GbR Rechtsanwälte,"Koblenzer Strasse 96, 53177 Bonn",No LinkedIn link,https://www.baden-kollegen.de/,hassel@baden-kollegen.de,Norbert Fattler; Hans Karl Hassel; Jörn Zumbroich,Fachanwaltschaft Strafrecht •  • Beamtenrecht • Handelsrecht & Gesellschaftsrecht • Grundstücksrecht & Immobilienrecht • Ordnungswidrigkeitenrecht • Jagdrecht • Allgemeines Vertragsrecht
Dr. Päuser Hofferek Partnerschaft Rechtsanwälte,"Ridlerstr. 35, 80339 München",No LinkedIn link,http://www.paeuser-hofferek.de/,kanzlei@paeuser-hofferek.de,Dr. Frithjof Päuser; Andreas Hofferek,Fachanwaltschaft Baurecht & Architektenrecht •  • Werkvertragsrecht • Grundstücksrecht & Immobilienrecht • Zivilrecht
Anwaltskanzlei Welz,"Tribseer Damm 77, 18439 Stralsund",No LinkedIn link,https://www.ra-welz.de/,office@ra-welz.de,Michael Welz; Michael Ohlendorf; Sophia-Theresa Melahn,Fachanwaltschaft Mietrecht & Wohnungseigentumsrecht • Fachanwaltschaft Medizinrecht • Fachanwaltschaft Verkehrsrecht • Fachanwaltschaft Strafrecht • Zivilrecht •  • Erbrecht • Arzthaftungsrecht • Grundstücksrecht & Immobilienrecht • Schadensersatzrecht & Schmerzensgeldrecht • Allgemeines Vertragsrecht • Beamtenrecht • Versicherungsrecht • Ordnungswidrigkeitenrecht • Opferhilfe
"Bergmann, Jaekel, Waßelewsky","Pichelsdorfer Straße 61, 13595 Berlin",No LinkedIn link,https://www.bejawa.de/,spandau@bejawa.de,Alexander Jaekel; Dirk Waßelewsky; Dietmar Goerz,Fachanwaltschaft Verkehrsrecht • Fachanwaltschaft Versicherungsrecht • Fachanwaltschaft Mietrecht & Wohnungseigentumsrecht •  • Zivilrecht • Verwaltungsrecht • Schadensersatzrecht & Schmerzensgeldrecht • Bankrecht & Kapitalmarktrecht • Reiserecht • Kaufrecht • Allgemeines Vertragsrecht • Ordnungswidrigkeitenrecht • Strafrecht
Daryai Kuo & Partner Rechtsanwälte und Notar,"Hardenbergstraße 19, 10623 Berlin",No LinkedIn link,http://www.dk-ra.de/,mail@dk-ra.de,Simon Guang-Ming Kuo; Nima Armin Daryai; Helena Winker-Wälde,Fachanwaltschaft Mietrecht & Wohnungseigentumsrecht • Fachanwaltschaft Bankrecht & Kapitalmarktrecht • Allgemeines Vertragsrecht • Zivilrecht • Grundstücksrecht & Immobilienrecht •  • Maklerrecht
MSH Rechtsanwälte PartmbB,"Berliner Allee 34-36, 40212 Düsseldorf",No LinkedIn link,http://www.msh-rechtsanwaelte.de/,info@msh-rechtsanwaelte.de,Kate Marie Bushell; Lukas Granrath; Maria Smolyanskaya; Sonja Hebben-Dietz LL.M.,Fachanwaltschaft Migrationsrecht • Fachanwaltschaft Bankrecht & Kapitalmarktrecht •  • Fachanwaltschaft Medizinrecht • Ausländerrecht & Asylrecht • Zivilrecht • Unternehmensrecht & Betriebsnachfolge • Strafrecht • Zivilprozessrecht
Christian-Albrecht Himstedt,"Jungfernstieg 41, 20354 Hamburg",No LinkedIn link,http://www.kanzlei-heinsen.de/,info@kanzlei-heinsen.de,,• Strafrecht • Handelsrecht & Gesellschaftsrecht • Gewerblicher Rechtsschutz • Allgemeines Vertragsrecht
Wirsching Rechtsanwälte I Fachanwälte,"Karlstr. 6, 74564 Crailsheim",No LinkedIn link,https://www.wirsching-rechtsanwaelte.de/,mail@wirsching-rechtsanwaelte.de,Dennis Arendt; Björn Wirsching; Stephanie Rein-Häberlen,Fachanwaltschaft Erbrecht •  • Fachanwaltschaft Baurecht & Architektenrecht • Verkehrsrecht • Strafrecht • Zivilrecht • Schadensersatzrecht & Schmerzensgeldrecht • Verwaltungsrecht • Öffentliches Baurecht • Mietrecht & Wohnungseigentumsrecht • Ordnungswidrigkeitenrecht • Insolvenzrecht & Sanierungsrecht • Familienrecht
BSKP Dr. Broll · Schmitt · Kaufmann & Partner,"Fetscherstr. 29, 01307 Dresden",https://www.linkedin.com/company/bskp-dr-broll-schmitt-kaufmann-&-partner-steuerberater-wirtschaftspr%C3%BCfer-rechtsanw%C3%A4lte,https://www.bskp.de/,info@bskp.de,Patrick Müller; Cornelia Blank; Kerstin Rhinow-Simon; Marcel Schmieder; Christian Rothfuß; Frank Simon; Danny Graßhoff; Sylvia Klapschus; Sebastian Lohse; Jörg Neuber; Sven Peitzsch; Carsten Rüger; Can Christopher Senuysal; Diana Sperling; Sonya Taneva; Martin Volkmann,Fachanwaltschaft Insolvenzrecht • Fachanwaltschaft Erbrecht • Fachanwaltschaft Familienrecht •  • Fachanwaltschaft Handelsrecht & Gesellschaftsrecht • Fachanwaltschaft Medizinrecht • Fachanwaltschaft Arbeitsrecht • Fachanwaltschaft Strafrecht • Fachanwaltschaft Baurecht & Architektenrecht • Fachanwaltschaft Verkehrsrecht • Fachanwaltschaft Versicherungsrecht • Unternehmensrecht & Betriebsnachfolge • Mietrecht & Wohnungseigentumsrecht • Insolvenzrecht & Sanierungsrecht • Reiserecht • Allgemeines Vertragsrecht • Zivilrecht • Arzthaftungsrecht • Wirtschaftsrecht • Kaufrecht • Mediation • Urheberrecht & Medienrecht • IT-Recht • Grundstücksrecht & Immobilienrecht • Schadensersatzrecht & Schmerzensgeldrecht • Werkvertragsrecht • Maklerrecht • Internationales Recht • Schwerbehindertenrecht • Ordnungswidrigkeitenrecht • Forderungseinzug & Inkassorecht
Nonnenmacher Rechtsanwälte Partnerschaft mbB,"Wendtstr. 17, 76185 Karlsruhe",No LinkedIn link,http://www.nonnenmacher.de/,rechtsanwaelte@nonnenmacher.de,Dr. Georg Wirtz LL. M. (Essex); Maximilian Gehbauer; Claudia Stock; Elisa Moch; Dominik Baier; Diplom-Verwaltungswirt (FH) Christian Thome; Frank Rief; Stefanie Kowalke-Reich LL. M.; Dipl. Finanzwirt (FH) Stefan Neumann; Nicolai Funk; Marc-Yaron Popper LL.M.Eur.; Thomas Hess; Stefan Wahlen; Hannes Linke; Prof. Dr. Stefan Jäger; Heiko Graß; Peter Sennekamp,Fachanwaltschaft Verkehrsrecht • Fachanwaltschaft Versicherungsrecht • Fachanwaltschaft Verwaltungsrecht • Fachanwaltschaft Baurecht & Architektenrecht • Fachanwaltschaft Erbrecht • Fachanwaltschaft Steuerrecht • Fachanwaltschaft Handelsrecht & Gesellschaftsrecht • Fachanwaltschaft Familienrecht • Fachanwaltschaft Arbeitsrecht • Fachanwaltschaft Bankrecht & Kapitalmarktrecht • Fachanwaltschaft Strafrecht •  • Fachanwaltschaft Medizinrecht • Fachanwaltschaft Insolvenzrecht & Sanierungsrecht • Ordnungswidrigkeitenrecht • Mietrecht & Wohnungseigentumsrecht • Öffentliches Baurecht • Werkvertragsrecht • Arzthaftungsrecht • Öffentliches Recht • Beamtenrecht • Opferhilfe • Kaufrecht • Schwerbehindertenrecht • Unterhaltsrecht • Schulrecht • Unternehmensrecht & Betriebsnachfolge • Verfassungsrecht • Sozialversicherungsrecht • Anwaltshaftung • Wirtschaftsrecht • Grundstücksrecht & Immobilienrecht • Zivilrecht • Maklerrecht • Zwangsvollstreckungsrecht • Zivilprozessrecht • Schadensersatzrecht & Schmerzensgeldrecht
Kanzlei Alberts & Büttner,"Hagener Str. 35, 58642 Iserlohn",No LinkedIn link,https://alberts-buettnner.de/,info@alberts-buettner.de,Ilka Alberts; Tanja Büttner; Bernd Blöcher,Familienrecht • Strafrecht • Insolvenzrecht & Sanierungsrecht • Forderungseinzug & Inkassorecht • Arbeitsrecht •  • Ordnungswidrigkeitenrecht • Kaufrecht • Allgemeines Vertragsrecht
Kanzlei Breiter,"Ringstr. 21, 69168 Wiesloch",No LinkedIn link,https://www.kanzlei-breiter.de/,oster@kanzlei-breiter.de,Jens Fischer; Cornelia Oster; Christoph Andresen,Fachanwaltschaft Arbeitsrecht •  • Sozialversicherungsrecht • Schwerbehindertenrecht • Zivilrecht • Versicherungsrecht • Mediation
Rechtsanwälte Koenigshaus und Schäfer,"Alt Pempelfort 2, 40211 Düsseldorf",No LinkedIn link,https://www.koenigshaus-schaefer.de/,mk@koenigshaus-schaefer.de,Michael Koenigshaus; Miriam Hoppert; Jan Schäfer,Fachanwaltschaft Mietrecht & Wohnungseigentumsrecht • Fachanwaltschaft Strafrecht • Schadensersatzrecht & Schmerzensgeldrecht •  • Familienrecht • Erbrecht • Verkehrsrecht • Versicherungsrecht • Handelsrecht & Gesellschaftsrecht • Baurecht & Architektenrecht • Grundstücksrecht & Immobilienrecht • Ordnungswidrigkeitenrecht • Maklerrecht
Rechtsanwälte Müller & Dr. Paul Partnerschaftsgesellschaft,"Strengerstraße 4 und 6, 33330 Gütersloh",No LinkedIn link,https://www.mueller-drpaul.de/,info@mueller-drpaul.de,Annette Frisch; Andreas Nieweg; Ralf Müller-Päuker; Dr. Anne-Christine Paul,Fachanwaltschaft Mietrecht & Wohnungseigentumsrecht • Fachanwaltschaft Medizinrecht •  • Fachanwaltschaft Versicherungsrecht • Fachanwaltschaft Strafrecht • Verkehrsrecht • Arzthaftungsrecht • Allgemeines Vertragsrecht • Opferhilfe • Schwerbehindertenrecht • Sozialversicherungsrecht • Erbrecht • Schadensersatzrecht & Schmerzensgeldrecht
Rechtsanwälte Hollmayr – Perl & Kollegen,"Michael-Fischer-Platz 6, 94469 Deggendorf",No LinkedIn link,http://www.kanzlei-hollmayr.de/,info@kanzlei-hollmayr.de,Stephanie Rehthaler; Simon Fischer; Julia Griesbauer; Franz Hollmayr; Manuela Perl,Fachanwaltschaft Arbeitsrecht • Fachanwaltschaft Verkehrsrecht • Fachanwaltschaft Medizinrecht • Fachanwaltschaft Familienrecht • Mietrecht & Wohnungseigentumsrecht • Versicherungsrecht •  • Erbrecht • Strafrecht • Kaufrecht • Grundstücksrecht & Immobilienrecht
Bode & Echterling,"Herforder Str. 11, 32657 Lemgo",No LinkedIn link,http://www.bode-echterling.de/,echterling@bode-echterling.de,Alexander Bode; Mark Echterling; Hans-Ulrich Steuer,Fachanwaltschaft Erbrecht • Fachanwaltschaft Familienrecht • Fachanwaltschaft Mietrecht & Wohnungseigentumsrecht • Fachanwaltschaft Arbeitsrecht • Baurecht & Architektenrecht • Kaufrecht • Verkehrsrecht •  • Strafrecht • Versicherungsrecht • Ordnungswidrigkeitenrecht
