Name,Address,LinkedIn,Website,Email,Lawyers,Lawfields
D'ANTUONO Rechtsanwälte,"Heiner-Fleischmann-Str. 6, 74172 Neckarsulm",https://www.anwalt.de/d-antuono,https://www.dantuono.de/,kanzlei@dantuono-rae.de,Giuseppe D'Antuono; Christina Spohr; Dagmar Totz; Simon Schultes,Fachanwaltschaft Arbeitsrecht • Fachanwaltschaft IT-Recht •  • Zivilrecht • Medizinrecht • Schadensersatzrecht & Schmerzensgeldrecht • Sozialversicherungsrecht • Mietrecht & Wohnungseigentumsrecht • Forderungseinzug & Inkassorecht • Allgemeines Vertragsrecht • Unterhaltsrecht • Erbrecht
Rechtsanwälte Busch · Schneider Partnerschaftsgesellschaft,"Erftstr. 78, 41460 Neuss",https://www.anwalt.de/busch-schneider,http://www.busch-schneider.de/,mail@busch-schneider.de,Andreas Schneider; Frank Asche; Cornel Ehrentraut,Fachanwaltschaft Arbeitsrecht • Fachanwaltschaft Erbrecht • Fachanwaltschaft Mietrecht & Wohnungseigentumsrecht • Fachanwaltschaft Steuerrecht •
Kanzlei Wieschemann – Karmeinsky – Wiebelt,"Am Altenhof 8, 67655 Kaiserslautern",https://de.linkedin.com/in/stefan-k-0278131bb,http://www.wkw-kl.de/,info@wkw-kl.de,Stefan Klieber; Christian Wiebelt; Bastian Coconcelli; Janina Eispert,Fachanwaltschaft Arbeitsrecht • Fachanwaltschaft Mietrecht & Wohnungseigentumsrecht •  • Erbrecht • Zivilrecht • Zivilprozessrecht • Allgemeines Vertragsrecht • Verwaltungsrecht • Grundstücksrecht & Immobilienrecht • Wirtschaftsrecht • Baurecht & Architektenrecht • Verkehrsrecht • Strafrecht • Handelsrecht & Gesellschaftsrecht • Versicherungsrecht • Ordnungswidrigkeitenrecht
Ullmann & Rapp Rechtsanwälte Partnerschaftsgesellschaft mbB,"Von-der-Tann-Straße 41, 86159 Augsburg",https://www.linkedin.com/company/ullmann-rapp-rechtsanwaelte-partnerschaftsgesellschaft-mbb,https://www.ullmann-rapp.de/,info@ullmann-rapp.de,Bernhard Ullmann; Jeremias Ullmann; Jörg Rapp,• Fachanwaltschaft Erbrecht • Fachanwaltschaft Steuerrecht • Mediation • Verkehrsrecht
"Rechtsanwälte Dr. Hofmann, Huesmann und Sodan","Kumpfmühler Str. 30, 93051 Regensburg",https://de.linkedin.com/in/markus-huesmann-13a650129,http://www.kanzlei-hhs.de/,info@kanzlei-hhs.de,"Markus Huesmann; Jörg Sodan; Dr. Jur. Ronald Hofmann , LL.M. (UCT)",• Fachanwaltschaft Strafrecht • Fachanwaltschaft Arbeitsrecht • Sozialrecht • Verwaltungsrecht • Erbrecht • Verkehrsrecht • Ausländerrecht & Asylrecht • Ordnungswidrigkeitenrecht • Allgemeines Vertragsrecht
Rechtsanwälte Dr. Nickl & Seufert Partnerschaft mbB,"Ebertstr. 6, 73054 Eislingen/Fils",https://www.anwalt-eislingen.de/,http://www.anwalt-eislingen.de/,info@anwalt-eislingen.de,Nicola Lawrynowicz; Selina Dollak; Dr. jur. Werner Nickl; Fabian Seufert,Fachanwaltschaft Erbrecht •  • Fachanwaltschaft Baurecht & Architektenrecht • Fachanwaltschaft Mietrecht & Wohnungseigentumsrecht • Fachanwaltschaft Verkehrsrecht • Arbeitsrecht • Allgemeines Vertragsrecht • Zivilrecht • Unterhaltsrecht • Öffentliches Baurecht • Schiedsgerichtsbarkeit • Grundstücksrecht & Immobilienrecht • Mediation
KOLODZIEJ WINTER KRAUSE Rechtsanwälte,"Dresdner Str. 2, 01662 Meißen",https://www.kanzlei-meissen.de/,http://www.kanzlei-meissen.de/,kanzlei@kanzlei-meissen.de,Anja Kolodziej-Winter; Jan Winter; Anne Krause,• Fachanwaltschaft Arbeitsrecht • Fachanwaltschaft Strafrecht • Arzthaftungsrecht • Versicherungsrecht • Medizinrecht • Erbrecht • Mietrecht & Wohnungseigentumsrecht • Baurecht & Architektenrecht • Werkvertragsrecht • Ordnungswidrigkeitenrecht • Verkehrsrecht • Mediation
jks Rechtsanwälte Fachanwälte,"Lindenstr. 11, 06749 Bitterfeld-Wolfen",https://www.linkedin.com/company/jks-rechtsanwaelte-fachanwaelte,http://www.jks-recht.de/,bitterfeld@jks-rae.de,Bettina Hebold-Hebner; Dipl.-Ing. Gerald Röschke; Stefan Trebs; Ralf Stiller; Christian Höhne,• Fachanwaltschaft Verkehrsrecht • Fachanwaltschaft Versicherungsrecht • Fachanwaltschaft Arbeitsrecht • Allgemeines Vertragsrecht • Erbrecht • Strafrecht • Forderungseinzug & Inkassorecht • Grundstücksrecht & Immobilienrecht • Mietrecht & Wohnungseigentumsrecht • Sozialrecht • Ordnungswidrigkeitenrecht • Reiserecht • Kaufrecht • Urheberrecht & Medienrecht • Schadensersatzrecht & Schmerzensgeldrecht • Recht rund ums Tier • Wirtschaftsrecht • IT-Recht • Verwaltungsrecht • Vereinsrecht & Verbandsrecht
Salzberger Reiter Mandlsperger & Partner mbB,"Stadtplatz 53, 84453 Mühldorf am Inn",https://de.linkedin.com/in/antje-knall-696aa4310,http://www.salzberger.com/,kanzlei@salzberger.com,Astrid Mandlsperger; Axel Reiter; Antje Knall; Nina Unterreitmeier,• Fachanwaltschaft Strafrecht • Fachanwaltschaft Erbrecht • Arbeitsrecht • Verkehrsrecht • Mietrecht & Wohnungseigentumsrecht • Schadensersatzrecht & Schmerzensgeldrecht • Grundstücksrecht & Immobilienrecht • Ordnungswidrigkeitenrecht • Maklerrecht
KLOPSCH & PARTNER Rechtsanwälte mbB,"Thomas-Mann-Str. 12, 18055 Rostock",https://de.linkedin.com/in/ronald-klopsch-412703130,https://www.ra-klopsch.de/,info@ra-klopsch.de,Ingo Thews LL.M.; Christin Harfenmeister; Tamas Ignacz,Fachanwaltschaft Erbrecht •  • Fachanwaltschaft Verkehrsrecht • Fachanwaltschaft Vergaberecht • Baurecht & Architektenrecht • Strafrecht • Schadensersatzrecht & Schmerzensgeldrecht • Ordnungswidrigkeitenrecht • Steuerrecht • Mietrecht & Wohnungseigentumsrecht • Unternehmensrecht & Betriebsnachfolge • Unterhaltsrecht • Grundstücksrecht & Immobilienrecht • Zivilrecht
"VOELKER & Partner, Rechtsanwälte Wirtschaftsprüfer Steuerberater mbB","Am Echazufer 24, 72764 Reutlingen",https://www.linkedin.com/company/voelker-partner-mbb,http://www.voelker-gruppe.com/,info@voelker-gruppe.com,Dr. Stefan Seyfarth; Matthias Borth LL.M.; Veronika Klein,Fachanwaltschaft Erbrecht •  • Fachanwaltschaft Arbeitsrecht • Steuerrecht • Unternehmensrecht & Betriebsnachfolge
Rechtsanwälte und Fachanwälte Becker | Behlau | Welke,"Fritz-Frey-Str. 17, 69121 Heidelberg",https://www.anwalt.de/rechtsanwaelte-becker-behlau,https://www.strafrecht-heidelberg.de/,info@kanzlei-hd.de,Dr. Jörg Becker; Wolfgang Behlau; Patrick Welke,Fachanwaltschaft Strafrecht •  • Ordnungswidrigkeitenrecht
Dr. Winkelmann Dr. Vogt & Partner Rechtsanwaltsgesellschaft mbB,"Ludwigsplatz 8, 64283 Darmstadt",https://de.linkedin.com/in/thomas-winkelmann-a0a205141,https://www.winkelmann-vogt.de/,kanzlei@winkelmann-vogt.de,Dr. Dieter Vogt; Dr. Thomas Winkelmann; Dipl. jur. univ. Yvonne Klaus; Kai Sulzmann; Anne Habermann LL.M.,Fachanwaltschaft Medizinrecht • Fachanwaltschaft Steuerrecht •  • Fachanwaltschaft Arbeitsrecht • Erbrecht • Arzthaftungsrecht • Unterhaltsrecht • Schadensersatzrecht & Schmerzensgeldrecht • Allgemeines Vertragsrecht • Mediation • Verkehrsrecht • Strafrecht • Zivilrecht • Versicherungsrecht • Ordnungswidrigkeitenrecht
Anwaltskanzlei Dr. Schneider & Schulze,"Franzstr. 117, 06842 Dessau-Roßlau",https://www.linkedin.com/company/anwaltskanzlei-schneider-&-schulze,https://www.rechtsanwalt-dessau.com/,kanzlei@schneider-schulze.de,Christin Terne; Heidrun Schulze; Dr. Sebastian Schneider,Fachanwaltschaft Arbeitsrecht •  • Fachanwaltschaft Sozialrecht • Erbrecht • Verwaltungsrecht • Verkehrsrecht • Strafrecht • Schadensersatzrecht & Schmerzensgeldrecht • Ordnungswidrigkeitenrecht • Grundstücksrecht & Immobilienrecht • Werkvertragsrecht
Redlow & Redlow Rechtsanwälte,"Leipziger Str. 46, 03048 Cottbus",https://www.redlow.de/,http://www.redlow.de/,cottbus@redlow.de,Johannes Hupfeld; Thorsten Redlow; Anja Redlow,• Erbrecht • Werkvertragsrecht • Kaufrecht • Zivilrecht • Grundstücksrecht & Immobilienrecht • Allgemeines Vertragsrecht
Rechtsanwälte Hartmann Abel Zimmer Partnerschaftsgesellschaft mbB,"Gaswerkstraße 5b, 77652 Offenburg",https://www.linkedin.com/company/rechtsanw%C3%A4lte-hartmann-&-kollegen,https://www.anwaelte-hc.de/,info@anwaelte-hc.de,Christian Abel; Markus Hartmann; Jürgen Zimmer; Artur Junge; Stefanie Nassall,Fachanwaltschaft Strafrecht • Fachanwaltschaft Verkehrsrecht • Fachanwaltschaft Arbeitsrecht • Fachanwaltschaft Verwaltungsrecht • Fachanwaltschaft Versicherungsrecht •  • Ordnungswidrigkeitenrecht • Beamtenrecht • Sozialrecht • Grundstücksrecht & Immobilienrecht • Schadensersatzrecht & Schmerzensgeldrecht
D.O.C. Rechtsanwälte/ Fachanwälte,"Kaiser-Wilhelm-Str. 89, 20355 Hamburg",https://doc-rechtsanwaelte.de/,https://doc-rechtsanwaelte.de/,info@doc-rechtsanwaelte.de,Eylem Çağlar; Șeyma Soydemir; Jutta Wenzel; Dr. Oktay Caglar,Fachanwaltschaft Arbeitsrecht •  • Fachanwaltschaft Verkehrsrecht • Strafrecht
Rechtsanwälte am Westenhellweg,"Westenhellweg 43, 44137 Dortmund",https://www.rae-westenhellweg.de/,http://www.rae-westenhellweg.de/,info@rae-westenhellweg.de,Nicola Skoberne; André Möller; Michael Kohrs; Andre Hohlweg,Fachanwaltschaft Strafrecht • Fachanwaltschaft Mietrecht & Wohnungseigentumsrecht • Arbeitsrecht • Pflegerecht • Opferhilfe • Reiserecht •  • Verkehrsrecht • Schwerbehindertenrecht • eBay & Recht • Schadensersatzrecht & Schmerzensgeldrecht • Zivilrecht • Allgemeines Vertragsrecht • Ordnungswidrigkeitenrecht • Arzthaftungsrecht
Kanzlei Lesch,"Johannisplatz 21, 04103 Leipzig",https://www.linkedin.com/company/lesch-kanzleipartner-gmbh,http://www.kanzlei-lesch.de/,info@kanzlei-lesch.de,Carina Arneth; Bettina Lesch-Lasaridis; Peter Lesch,Fachanwaltschaft Arbeitsrecht •  • Fachanwaltschaft Erbrecht • Fachanwaltschaft Baurecht & Architektenrecht • Mediation • Verkehrsrecht • Arzthaftungsrecht • Schadensersatzrecht & Schmerzensgeldrecht • Allgemeines Vertragsrecht • Bankrecht & Kapitalmarktrecht • Zwangsvollstreckungsrecht • Gewerblicher Rechtsschutz • Grundstücksrecht & Immobilienrecht
Schweitzer & Schweitzer Rechtsanwälte,"F1 10, 68159 Mannheim",https://de.linkedin.com/in/alexandra-schweizer-3941a21b8,http://www.rae-schweitzer.de/,roman@rae-schweitzer.de,Stefanie Schweitzer; Roman Schweitzer; Bernd Schweitzer,Fachanwaltschaft Arbeitsrecht •  • Fachanwaltschaft Strafrecht • Ordnungswidrigkeitenrecht • Opferhilfe • Zivilrecht • Betreuungsrecht • Allgemeines Vertragsrecht • Erbrecht • Verkehrsrecht
"Rechtsanwälte Frank Mohr, Joachim Mohr, Sven Köppe in Bürogemeinschaft","Greizer Str. 1, 35396 Gießen",https://de.linkedin.com/in/sven-köppe-69462498,http://www.kanzlei-mohr.info/,fmohr@kanzlei-mohr.de,Joachim Mohr; Sven Köppe; Frank Mohr,Fachanwaltschaft Erbrecht •  • Fachanwaltschaft Verkehrsrecht • Arbeitsrecht • Mietrecht & Wohnungseigentumsrecht • Versicherungsrecht • Werkvertragsrecht • Forderungseinzug & Inkassorecht • Schadensersatzrecht & Schmerzensgeldrecht • Allgemeines Vertragsrecht • Sportrecht
Krebs & Partner PartG,"Markt 32, 52525 Heinsberg",https://www.linkedin.com/in/patrick-krebs-1b2b7546,https://www.krebs-anwalt.de/,info@krebs-anwalt.de,Heike Ibenthal; Björn Schröders; Peter Krebs,• Fachanwaltschaft Verkehrsrecht • Mietrecht & Wohnungseigentumsrecht • Versicherungsrecht • Medizinrecht • Reiserecht • Werkvertragsrecht • Allgemeines Vertragsrecht • Arbeitsrecht • Erbrecht • Verwaltungsrecht • Vereinsrecht & Verbandsrecht • Urheberrecht & Medienrecht
Rechtsanwälte Weiss & Grunert Partnerschaftsgesellschaft,"Dreifaltigkeitsplatz 176, 84028 Landshut",https://www.linkedin.com/company/weiss-&-grunert-rechtsanwälte,http://www.weiss-grunert.de/,info@weiss-grunert.de,Benedikt von Kuepach; Kilian Zieglmaier; Tobias Weiss; Torstein Grunert,• Fachanwaltschaft Baurecht & Architektenrecht • Fachanwaltschaft Verkehrsrecht • Erbrecht • Zivilrecht • Handelsrecht & Gesellschaftsrecht • Arbeitsrecht • Bankrecht & Kapitalmarktrecht • Mietrecht & Wohnungseigentumsrecht • Strafrecht
"KSG Kanzlei Schwede, Gewert & Kollegen","Theaterstr. 3, 30159 Hannover",https://www.linkedin.com/company/kanzlei-schwede-gewert-&-kollegen,http://www.ksg-recht.de/,info@ksg-recht.de,Anna Lena Dinkler; Joachim Dorner; Jörg Schwede; Dipl.Verw.wirt (FH) Ulrich Gewert; Ninja Lorenz LL.M.,Fachanwaltschaft Sozialrecht • Fachanwaltschaft Handelsrecht & Gesellschaftsrecht • Fachanwaltschaft Mietrecht & Wohnungseigentumsrecht • Gewerblicher Rechtsschutz • Verkehrsrecht • Zivilrecht •  • Sozialversicherungsrecht • Grundstücksrecht & Immobilienrecht • Schwerbehindertenrecht • Pflegerecht • Opferhilfe • Unterhaltsrecht • Arbeitsrecht • Öffentliches Baurecht • Baurecht & Architektenrecht • Erbrecht • Reiserecht • Kaufrecht • Unternehmensrecht & Betriebsnachfolge • Allgemeines Vertragsrecht • Beamtenrecht • Werkvertragsrecht • Verwaltungsrecht
Rechtsanwaltskanzlei Engelmann Eismann Ast,"Archivstr. 3, 90408 Nürnberg",https://www.linkedin.com/company/rechtsanwaltskanzlei-engelmann-eismann-ast,http://www.eea-rechtsanwalt-nuernberg.de/,info@eea-rechtsanwalt-nuernberg.de,Alexandra Lades; Lisa Kilian; Leonie Gruber; Manuel Ast; Martin Eismann; Martina Hunneshagen; Nadine Kohler; Peter Engelmann,Fachanwaltschaft Insolvenzrecht • Fachanwaltschaft Erbrecht • Fachanwaltschaft Handelsrecht & Gesellschaftsrecht • Fachanwaltschaft Insolvenzrecht & Sanierungsrecht • Fachanwaltschaft Arbeitsrecht •  • Allgemeines Vertragsrecht • Mediation • Zivilrecht • Sportrecht • Grundstücksrecht & Immobilienrecht • Maklerrecht • Mietrecht & Wohnungseigentumsrecht • Verkehrsrecht
"Rechtsanwälte und Notar Dr. Wichmann, Suthaus, Rohde, Paulini & Teupke","Theaterstr. 5, 37073 Göttingen",https://de.linkedin.com/in/carsten-paulini-98686174,https://wichmann-suthaus.de/,carsten@paulini-rechtsanwaelte.de,Frank Suthaus; Dr. Hermann Wichmann; Carsten Paulini; Christian-Karsten Rohde; Jenny Teupke,Fachanwaltschaft Arbeitsrecht •  • Allgemeines Vertragsrecht • Kaufrecht • Handelsrecht & Gesellschaftsrecht • Unterhaltsrecht • Grundstücksrecht & Immobilienrecht • Erbrecht
LWB Rechtsanwaltskanzlei,"Theaterstraße 65, 52062 Aachen",https://www.linkedin.com/company/lwb-rechtsanwaltskanzlei,https://www.lwb-kanzlei.de/,info@lwb-kanzlei.de,Ravil Linke; Marija Beeretz LL.M.; Kevin Wydra; Stefan Linke,• Fachanwaltschaft Baurecht & Architektenrecht • Strafrecht • Arbeitsrecht • Ordnungswidrigkeitenrecht • Medizinrecht • Sozialrecht • Betreuungsrecht • Zivilrecht • Erbrecht • Allgemeines Vertragsrecht • Mietrecht & Wohnungseigentumsrecht • Schadensersatzrecht & Schmerzensgeldrecht • Kaufrecht • Verkehrsrecht
Kanzlei Schaal - Söder Rechtsanwälte Fachanwälte Mediatoren,"Hochstr. 6, 87527 Sonthofen",https://www.anwalt.de/kanzlei-schaal-soeder,http://www.kanzlei-schaal-soeder.de/,info@kanzlei-schaal-soeder.de,Martin Schaal; Michael Söder; Carolin Söder,Fachanwaltschaft Arbeitsrecht • Fachanwaltschaft Erbrecht •  • Fachanwaltschaft Verkehrsrecht • Mietrecht & Wohnungseigentumsrecht • Ordnungswidrigkeitenrecht • Forderungseinzug & Inkassorecht • Mediation • Zivilrecht • Arzthaftungsrecht • Öffentliches Baurecht • Wirtschaftsrecht
Blatt & Kollegen Rechtsanwälte,"Hauptbahnhofstr. 2, 97424 Schweinfurt",https://www.linkedin.com/pub/dir/Jutta/Leitherer,http://www.kanzlei-blatt.de/,rechtsanwaelte@kanzlei-blatt.de,Hubertus J. Krause; Johannes Will-Fuchs; Jutta Leitherer; Thomas Wildanger; Gabriele Jakob; Lara Siegmann,Fachanwaltschaft Strafrecht • Fachanwaltschaft Mietrecht & Wohnungseigentumsrecht •  • Fachanwaltschaft Bankrecht & Kapitalmarktrecht • Arbeitsrecht • Schadensersatzrecht & Schmerzensgeldrecht • Urheberrecht & Medienrecht • Reiserecht • Kaufrecht • Recht rund ums Tier • Zivilrecht • Handelsrecht & Gesellschaftsrecht • Wirtschaftsrecht • Allgemeines Vertragsrecht • Verkehrsrecht • Pferderecht • Erbrecht • Ordnungswidrigkeitenrecht • Wettbewerbsrecht • Insolvenzrecht & Sanierungsrecht • Grundstücksrecht & Immobilienrecht • Versicherungsrecht • Baurecht & Architektenrecht
Kanzlei Peters und Dr. Momberg,"Luisenstr. 23b, 37269 Eschwege",https://www.linkedin.com/company/peters-legal,http://www.kanzlei-momberg.de/,schomerus@kanzlei-momberg.de,Dr. Rolf Momberg; Sabine Schomerus; Eike Christian Peters,Fachanwaltschaft Arbeitsrecht • Fachanwaltschaft Versicherungsrecht • Unternehmensrecht & Betriebsnachfolge • Schadensersatzrecht & Schmerzensgeldrecht • Handelsrecht & Gesellschaftsrecht • Zivilrecht • Arzthaftungsrecht • Erbrecht • Grundstücksrecht & Immobilienrecht • Steuerrecht • Sozialrecht • Verkehrsrecht • Mietrecht & Wohnungseigentumsrecht •
Rechtsanwälte BAYH & FINGERLE,"Königstr. 22, 70173 Stuttgart",https://de.linkedin.com/in/andreas-pitsch-679a02100,http://www.bayh-fingerle.de/,info@bayh-fingerle.de,Volkan Alp; Ute Bohn; Frank Wiesbrock; Marbod Hans; Peter Bayh; Tizia Bayh; Andreas Pitsch; Uwe Hoffmann; Mona Schlolaut,Fachanwaltschaft Mietrecht & Wohnungseigentumsrecht • Fachanwaltschaft Arbeitsrecht • Fachanwaltschaft Strafrecht • Fachanwaltschaft Sozialrecht •  • Erbrecht • Verkehrsrecht • Ordnungswidrigkeitenrecht • Internationales Recht • Maklerrecht • Kaufrecht • Forderungseinzug & Inkassorecht • Transportrecht & Speditionsrecht • Handelsrecht & Gesellschaftsrecht • Wirtschaftsrecht • Zivilprozessrecht • Allgemeines Vertragsrecht • Internationales Wirtschaftsrecht • Zivilrecht
Benholz Mackner Faust,"Wittbräucker Str. 42, 44287 Dortmund",https://www.bmf-recht.de/,http://www.bmf-recht.de/,info@bmf-recht.de,Thomas Benholz; Jens Mackner; Roland Faust,• Fachanwaltschaft Arbeitsrecht • Fachanwaltschaft Strafrecht • Fachanwaltschaft Mietrecht & Wohnungseigentumsrecht • Fachanwaltschaft Baurecht & Architektenrecht • Verkehrsrecht • Erbrecht • Ordnungswidrigkeitenrecht • Forderungseinzug & Inkassorecht • Grundstücksrecht & Immobilienrecht • Allgemeines Vertragsrecht • Schadensersatzrecht & Schmerzensgeldrecht • Zivilrecht
Kanzlei am Holm,"Rathausstraße 11 -13, 24937 Flensburg",https://de.linkedin.com/in/patrick-schlicker-0329a612b,http://www.holm66.de/,kanzlei@holm66.de,Christian Meyer; Jan J. Gärtner; Patrick Schlicker; Björn Thies,Fachanwaltschaft Verkehrsrecht • Fachanwaltschaft Arbeitsrecht • Fachanwaltschaft Strafrecht • Fachanwaltschaft Versicherungsrecht • Fachanwaltschaft Mietrecht & Wohnungseigentumsrecht • Fachanwaltschaft Medizinrecht • Pflegerecht • Allgemeines Vertragsrecht • Erbrecht •  • Schadensersatzrecht & Schmerzensgeldrecht
Dollinger Partnerschaft mbB,"Rotbuchenstr. 1, 81547 München",https://www.linkedin.com/pub/dir/D%C3%B6llinger/+,http://www.kanzlei-dollinger.de/,info@kanzlei-dollinger.de,Christian Kleindienst; Dörte Schiedermaier; Christoph Kleinherne,• Fachanwaltschaft Versicherungsrecht • Fachanwaltschaft Medizinrecht • Arzthaftungsrecht • Zivilrecht
